"Fecha_id","Keyword","Impresiones","Clicks","City","County","Country"
"20230101","alquiler pisos colindres","1","0","Madrid","Community of Madrid","Spain"
"20230101","alquiler pisos sestao","1","0","Barcelona","Catalonia","Spain"
"20230101","steelcraft pedal car","1","0","Buffalo","New York","United States"
